Employee_ID;Department;Gender;Age;Job_Title;Hire_Date;Years_At_Company;Education_Level;Performance_Score;Monthly_Salary;Work_Hours_Per_Week;Projects_Handled;Overtime_Hours;Sick_Days;Remote_Work_Frequency;Team_Size;Training_Hours;Promotions;Employee_Satisfaction_Score;Resigned
195;IT;Female;56;Specialist;2017-07-25 08:03:05.556036;7;Master;5;6750.0;53;19;22;4;0;2;61;0;2.51;TRUE
196;Legal;Female;39;Engineer;2023-03-30 08:03:05.556036;1;Master;5;9000.0;59;16;24;2;50;1;26;1;1.59;TRUE
197;HR;Male;44;Technician;2022-07-30 08:03:05.556036;2;High School;1;3850.0;37;9;8;11;75;5;15;2;1.49;FALSE
198;HR;Female;55;Analyst;2021-02-04 08:03:05.556036;3;Bachelor;5;6000.0;43;14;22;6;75;17;42;2;3.45;FALSE
199;IT;Female;52;Developer;2019-04-08 08:03:05.556036;5;Bachelor;1;5500.0;44;40;28;14;50;12;56;0;3.23;FALSE
200;Operations;Male;27;Consultant;2021-04-26 08:03:05.556036;3;Master;1;6050.0;36;4;26;8;100;9;38;2;3.73;TRUE
201;Finance;Male;45;Analyst;2014-09-21 08:03:05.556036;9;Bachelor;5;6000.0;30;12;14;9;100;8;26;1;2.41;FALSE
202;Operations;Female;54;Specialist;2019-05-13 08:03:05.556036;5;Bachelor;3;5850.0;52;28;21;3;0;16;14;2;3.47;FALSE
203;Engineering;Male;32;Consultant;2016-03-05 08:03:05.556036;8;High School;2;6600.0;47;5;20;10;75;19;87;1;4.06;FALSE
204;Customer Support;Male;52;Analyst;2020-04-09 08:03:05.556036;4;Bachelor;2;4800.0;34;19;18;6;75;14;37;0;2.63;FALSE
205;HR;Female;38;Technician;2017-12-01 08:03:05.556036;6;High School;1;3850.0;32;39;2;2;50;14;40;1;1.25;FALSE
206;Marketing;Male;50;Engineer;2023-08-29 08:03:05.556036;1;Bachelor;2;7200.0;44;10;21;0;0;5;88;2;4.9;TRUE
207;Customer Support;Male;41;Manager;2020-11-19 08:03:05.556036;3;Master;4;8400.0;55;28;1;14;50;5;66;2;1.02;FALSE
208;Sales;Female;40;Developer;2016-11-26 08:03:05.556036;7;High School;1;5500.0;30;20;7;10;0;6;64;1;4.61;TRUE
209;Engineering;Male;43;Developer;2015-11-21 08:03:05.556036;8;High School;3;6500.0;55;49;24;8;50;15;75;2;2.96;FALSE
210;Legal;Male;42;Consultant;2015-04-26 08:03:05.556036;9;Bachelor;2;6600.0;58;39;13;3;0;14;23;0;4.32;FALSE
211;Finance;Female;26;Specialist;2021-08-01 08:03:05.556036;3;High School;4;6300.0;41;47;26;2;50;7;98;0;2.86;TRUE
212;Marketing;Male;36;Manager;2020-01-07 08:03:05.556036;4;PhD;2;7200.0;44;27;9;10;100;13;52;2;2.76;FALSE
213;Operations;Male;28;Developer;2023-02-27 08:03:05.556036;1;Bachelor;4;7000.0;32;16;10;9;75;6;21;0;4.27;FALSE
214;Legal;Female;32;Specialist;2019-12-19 08:03:05.556036;4;Master;5;6750.0;49;5;11;6;75;17;99;1;2.42;FALSE
215;Operations;Female;25;Developer;2019-09-11 08:03:05.556036;4;High School;3;6500.0;34;25;1;5;0;1;69;0;1.75;FALSE
216;Sales;Female;30;Manager;2018-03-25 08:03:05.556036;6;Bachelor;3;7800.0;40;0;22;7;100;16;74;2;4.21;TRUE
217;Operations;Female;42;Engineer;2020-07-25 08:03:05.556036;4;Master;2;7200.0;54;12;17;8;75;7;5;0;4.58;FALSE
218;Legal;Female;22;Analyst;2018-07-06 08:03:05.556036;6;High School;4;5600.0;42;7;11;5;25;2;7;0;4.77;FALSE
219;Engineering;Male;23;Engineer;2019-11-18 08:03:05.556036;4;Bachelor;5;9000.0;55;12;5;11;0;1;95;1;4.14;FALSE
220;Customer Support;Male;52;Engineer;2015-11-13 08:03:05.556036;8;Bachelor;4;8400.0;35;0;27;6;50;7;82;1;4.97;FALSE
221;Operations;Male;25;Consultant;2019-11-17 08:03:05.556036;4;High School;2;6600.0;34;41;7;11;25;12;9;1;3.23;FALSE
222;Customer Support;Male;50;Developer;2016-07-05 08:03:05.556036;8;Bachelor;5;7500.0;32;7;2;9;100;10;14;1;4.74;FALSE
223;Legal;Male;32;Analyst;2021-02-14 08:03:05.556036;3;Bachelor;1;4400.0;45;35;25;12;100;12;52;0;4.98;FALSE
224;Engineering;Female;55;Engineer;2021-10-16 08:03:05.556036;2;Bachelor;4;8400.0;36;22;23;2;50;1;43;1;2.76;FALSE
225;Sales;Female;53;Specialist;2020-10-03 08:03:05.556036;3;Master;1;4950.0;30;21;20;4;75;2;29;1;1.49;FALSE
226;Sales;Female;44;Manager;2014-12-31 08:03:05.556036;9;PhD;5;9000.0;53;0;11;7;25;13;65;2;4.9;FALSE
227;HR;Female;25;Engineer;2014-09-14 08:03:05.556036;9;Bachelor;5;9000.0;45;47;18;7;25;15;69;0;1.66;FALSE
228;Operations;Female;57;Developer;2019-05-11 08:03:05.556036;5;Bachelor;2;6000.0;40;37;8;5;75;12;53;2;2.83;FALSE
229;IT;Male;42;Consultant;2020-12-11 08:03:05.556036;3;Bachelor;4;7700.0;47;29;3;9;75;14;7;2;3.62;FALSE
230;Legal;Female;39;Engineer;2022-04-13 08:03:05.556036;2;Bachelor;5;9000.0;41;8;27;3;75;9;70;2;1.39;FALSE
231;Operations;Male;25;Manager;2015-01-25 08:03:05.556036;9;High School;3;7800.0;58;9;6;9;0;5;56;1;3.1;FALSE
232;Customer Support;Female;27;Analyst;2022-06-10 08:03:05.556036;2;High School;3;5200.0;56;34;28;3;25;2;80;1;2.06;FALSE
233;Sales;Female;32;Technician;2015-05-19 08:03:05.556036;9;High School;2;4200.0;46;28;20;2;75;2;29;1;1.45;FALSE
234;Finance;Female;57;Analyst;2022-02-25 08:03:05.556036;2;Master;4;5600.0;58;38;10;6;25;14;58;0;4.13;FALSE
235;Marketing;Male;32;Analyst;2015-11-26 08:03:05.556036;8;Master;4;5600.0;36;12;9;11;75;12;91;2;2.65;FALSE
236;HR;Female;39;Technician;2023-01-02 08:03:05.556036;1;Master;5;5250.0;57;3;28;5;0;17;29;2;4.33;FALSE
237;Marketing;Other;44;Technician;2017-05-26 08:03:05.556036;7;Bachelor;1;3850.0;53;30;3;11;25;15;33;2;3.51;FALSE
238;Sales;Male;28;Engineer;2022-05-19 08:03:05.556036;2;High School;4;8400.0;38;9;23;7;75;12;37;0;1.96;FALSE
239;Operations;Female;42;Consultant;2016-07-07 08:03:05.556036;8;High School;4;7700.0;53;17;18;1;50;16;55;1;4.65;FALSE
240;Finance;Female;27;Manager;2022-10-09 08:03:05.556036;1;High School;4;8400.0;56;27;19;4;75;8;90;2;1.53;FALSE
241;HR;Male;60;Developer;2023-04-28 08:03:05.556036;1;High School;3;6500.0;54;12;9;11;0;11;32;0;2.18;TRUE
242;Engineering;Male;42;Manager;2023-05-11 08:03:05.556036;1;Master;1;6600.0;41;10;24;4;50;2;8;2;4.72;FALSE
243;Finance;Male;33;Developer;2018-06-28 08:03:05.556036;6;High School;2;6000.0;39;38;28;9;25;1;33;2;3.42;FALSE
244;IT;Female;47;Analyst;2021-10-05 08:03:05.556036;2;Bachelor;2;4800.0;38;44;4;3;50;11;31;2;1.04;FALSE
245;HR;Female;45;Manager;2020-05-28 08:03:05.556036;4;Bachelor;5;9000.0;48;9;7;1;100;3;65;1;4.79;FALSE
246;IT;Female;32;Specialist;2021-12-25 08:03:05.556036;2;Bachelor;4;6300.0;55;46;26;11;0;9;87;2;4.82;FALSE
247;Marketing;Female;24;Technician;2017-03-13 08:03:05.556036;7;Bachelor;4;4900.0;30;33;20;3;25;15;18;0;1.46;FALSE
248;HR;Female;43;Analyst;2021-05-12 08:03:05.556036;3;Bachelor;2;4800.0;57;36;5;4;100;19;37;1;4.81;FALSE
249;Legal;Male;32;Consultant;2022-04-08 08:03:05.556036;2;High School;3;7150.0;35;43;15;10;25;5;75;0;1.49;FALSE
250;Customer Support;Male;35;Technician;2023-01-28 08:03:05.556036;1;High School;3;4550.0;51;28;4;9;50;3;84;1;2.03;FALSE
251;Engineering;Male;56;Technician;2015-02-05 08:03:05.556036;9;Bachelor;2;4200.0;38;27;14;6;100;6;20;2;2.7;FALSE
252;IT;Male;35;Consultant;2017-10-29 08:03:05.556036;6;Bachelor;1;6050.0;59;44;23;4;0;17;25;0;3.76;FALSE
253;Operations;Male;34;Specialist;2020-11-19 08:03:05.556036;3;Bachelor;3;5850.0;50;13;27;10;0;9;57;2;4.87;FALSE
254;Legal;Female;30;Consultant;2015-02-18 08:03:05.556036;9;Master;4;7700.0;43;31;26;13;50;3;37;1;3.4;FALSE
255;Marketing;Other;46;Developer;2017-11-18 08:03:05.556036;6;High School;1;5500.0;47;12;24;9;25;17;3;1;1.05;FALSE
256;Operations;Male;34;Consultant;2015-04-07 08:03:05.556036;9;High School;4;7700.0;52;13;8;9;100;13;81;2;3.17;FALSE
257;Engineering;Female;45;Specialist;2019-02-15 08:03:05.556036;5;Bachelor;2;5400.0;31;19;16;12;25;8;12;2;1.61;FALSE
258;HR;Female;31;Specialist;2019-06-17 08:03:05.556036;5;Bachelor;3;5850.0;59;19;22;6;75;3;78;0;3.3;FALSE
259;Sales;Male;26;Technician;2016-01-09 08:03:05.556036;8;Bachelor;5;5250.0;46;39;25;2;100;16;57;1;3.98;FALSE
260;Marketing;Male;40;Manager;2020-04-08 08:03:05.556036;4;High School;2;7200.0;60;25;6;13;75;11;94;1;4.41;FALSE
261;Marketing;Male;46;Developer;2018-07-26 08:03:05.556036;6;Master;2;6000.0;60;3;8;13;0;17;93;2;4.27;FALSE
262;Operations;Female;32;Technician;2019-11-12 08:03:05.556036;4;Bachelor;1;3850.0;40;25;10;10;50;16;89;1;1.43;FALSE
263;HR;Female;26;Developer;2017-09-24 08:03:05.556036;6;Master;2;6000.0;59;39;7;1;0;10;9;0;4.97;FALSE
264;IT;Male;52;Manager;2020-07-18 08:03:05.556036;4;Master;4;8400.0;39;30;29;7;0;17;18;1;2.68;FALSE
265;Marketing;Other;26;Engineer;2021-07-02 08:03:05.556036;3;PhD;4;8400.0;35;46;2;11;100;3;81;0;3.98;FALSE
266;IT;Female;34;Technician;2017-12-14 08:03:05.556036;6;PhD;5;5250.0;40;24;17;6;0;5;4;0;4.18;FALSE
267;Finance;Male;31;Developer;2015-11-06 08:03:05.556036;8;Bachelor;1;5500.0;38;29;24;10;25;15;76;0;3.39;FALSE
268;IT;Female;54;Manager;2017-07-12 08:03:05.556036;7;Bachelor;2;7200.0;59;6;11;1;100;17;32;2;4.08;FALSE
269;Operations;Male;39;Technician;2024-07-01 08:03:05.556036;0;High School;2;4200.0;50;23;29;9;75;9;69;2;4.5;TRUE
270;IT;Female;52;Manager;2016-12-04 08:03:05.556036;7;Bachelor;3;7800.0;39;4;20;2;0;9;57;0;1.54;FALSE
271;Sales;Male;39;Specialist;2021-02-05 08:03:05.556036;3;Bachelor;3;5850.0;39;40;22;6;0;8;19;0;1.52;FALSE
272;Operations;Male;31;Consultant;2015-12-11 08:03:05.556036;8;Master;1;6050.0;57;25;19;5;0;14;25;0;3.33;FALSE
273;Marketing;Female;44;Manager;2015-02-11 08:03:05.556036;9;Bachelor;5;9000.0;35;18;28;3;75;8;5;2;2.63;FALSE
274;Operations;Other;25;Engineer;2015-09-23 08:03:05.556036;8;Bachelor;1;6600.0;58;30;23;10;50;1;33;1;4.21;FALSE
275;IT;Male;26;Technician;2022-09-22 08:03:05.556036;1;Bachelor;4;4900.0;33;21;8;7;75;8;12;0;2.64;FALSE
276;Marketing;Male;56;Consultant;2023-01-08 08:03:05.556036;1;Bachelor;4;7700.0;59;19;25;5;25;14;53;2;4.9;FALSE
277;Engineering;Male;27;Engineer;2023-07-18 08:03:05.556036;1;PhD;4;8400.0;42;2;15;2;100;8;74;2;1.53;FALSE
278;Legal;Female;59;Consultant;2020-08-12 08:03:05.556036;4;Bachelor;3;7150.0;55;19;20;11;50;15;66;0;1.84;FALSE
279;Operations;Male;34;Developer;2019-02-02 08:03:05.556036;5;Bachelor;3;6500.0;44;0;19;0;25;7;48;1;1.9;FALSE
280;Customer Support;Male;54;Consultant;2016-08-31 08:03:05.556036;8;Bachelor;2;6600.0;56;6;13;7;75;1;49;2;3.92;FALSE
281;Sales;Female;57;Analyst;2019-02-16 08:03:05.556036;5;Bachelor;1;4400.0;51;15;15;13;25;19;36;0;2.5;FALSE
282;Engineering;Female;43;Consultant;2014-10-23 08:03:05.556036;9;Bachelor;5;8250.0;33;20;5;2;75;14;42;0;3.06;TRUE
283;Customer Support;Male;36;Engineer;2023-05-01 08:03:05.556036;1;Bachelor;3;7800.0;55;10;23;0;100;7;45;2;4.79;FALSE
284;IT;Female;41;Technician;2018-06-18 08:03:05.556036;6;High School;4;4900.0;53;45;24;1;50;19;75;2;3.91;FALSE
285;Marketing;Female;38;Manager;2021-08-28 08:03:05.556036;3;High School;3;7800.0;40;49;29;2;25;14;66;2;4.85;FALSE
286;HR;Female;40;Manager;2023-12-06 08:03:05.556036;0;Bachelor;1;6600.0;59;24;1;14;50;8;2;1;1.65;TRUE
287;HR;Female;22;Consultant;2023-01-29 08:03:05.556036;1;High School;4;7700.0;58;19;25;9;100;15;58;2;3.36;FALSE
288;Finance;Male;34;Analyst;2015-08-08 08:03:05.556036;9;Bachelor;5;6000.0;50;37;21;6;0;14;66;0;4.91;FALSE
289;Operations;Female;58;Manager;2015-11-01 08:03:05.556036;8;Master;5;9000.0;32;30;27;8;25;5;94;2;1.96;FALSE
290;Legal;Male;42;Analyst;2019-12-22 08:03:05.556036;4;High School;4;5600.0;43;24;23;7;0;1;5;0;2.29;TRUE
291;Engineering;Male;40;Consultant;2016-03-09 08:03:05.556036;8;High School;4;7700.0;51;44;23;5;25;19;88;2;3.49;FALSE
292;Sales;Male;56;Analyst;2021-02-06 08:03:05.556036;3;Bachelor;3;5200.0;31;25;29;1;100;3;46;1;2.26;FALSE
293;Sales;Male;51;Developer;2017-10-27 08:03:05.556036;6;High School;3;6500.0;47;39;27;12;0;3;33;0;4.16;FALSE
294;Operations;Female;22;Consultant;2016-08-10 08:03:05.556036;8;PhD;4;7700.0;55;14;9;3;25;2;2;2;2.74;FALSE
295;Sales;Male;48;Specialist;2021-04-23 08:03:05.556036;3;Bachelor;4;6300.0;36;0;25;1;50;19;39;0;1.39;FALSE
296;HR;Female;40;Consultant;2022-02-12 08:03:05.556036;2;High School;3;7150.0;56;10;29;13;50;15;21;2;3.99;FALSE
297;Operations;Female;36;Consultant;2020-03-07 08:03:05.556036;4;Master;4;7700.0;34;39;8;4;0;11;35;1;3.34;TRUE
298;Customer Support;Female;30;Analyst;2023-02-18 08:03:05.556036;1;PhD;1;4400.0;34;36;1;0;75;9;76;0;4.39;FALSE
299;Engineering;Other;22;Engineer;2017-02-27 08:03:05.556036;7;Bachelor;2;7200.0;51;40;6;14;50;16;92;1;5.0;FALSE
300;Finance;Female;53;Technician;2023-06-29 08:03:05.556036;1;Bachelor;2;4200.0;45;6;23;12;100;9;23;1;2.5;FALSE
301;Marketing;Male;34;Developer;2021-09-16 08:03:05.556036;2;Master;2;6000.0;33;49;7;11;25;6;68;0;4.69;FALSE
302;Customer Support;Female;23;Developer;2018-08-13 08:03:05.556036;6;Master;5;7500.0;55;36;17;9;75;10;62;1;3.37;FALSE
303;Sales;Female;57;Analyst;2019-08-05 08:03:05.556036;5;Bachelor;5;6000.0;57;40;17;12;100;13;19;2;2.01;FALSE
304;Operations;Male;24;Consultant;2015-12-29 08:03:05.556036;8;Master;1;6050.0;51;43;5;11;25;18;94;0;1.21;FALSE
305;Engineering;Male;46;Analyst;2021-02-16 08:03:05.556036;3;Bachelor;1;4400.0;31;0;5;1;100;7;20;1;4.98;FALSE
306;Legal;Female;51;Developer;2020-04-25 08:03:05.556036;4;Bachelor;5;7500.0;51;11;21;14;50;7;77;1;3.65;FALSE
307;Engineering;Female;46;Technician;2017-08-26 08:03:05.556036;7;Bachelor;1;3850.0;40;23;17;14;25;18;26;1;2.97;TRUE
308;Sales;Female;58;Analyst;2021-10-01 08:03:05.556036;2;Master;1;4400.0;35;29;28;13;25;2;30;0;3.65;FALSE
309;Marketing;Female;24;Manager;2016-01-13 08:03:05.556036;8;Bachelor;2;7200.0;45;35;4;1;0;19;53;0;1.11;FALSE
310;Marketing;Female;35;Consultant;2019-04-29 08:03:05.556036;5;Bachelor;2;6600.0;55;19;1;9;100;14;76;2;2.32;FALSE
311;Finance;Female;46;Developer;2022-10-07 08:03:05.556036;1;Master;3;6500.0;49;15;5;9;100;16;84;2;3.45;FALSE
312;Customer Support;Male;34;Engineer;2021-04-07 08:03:05.556036;3;High School;3;7800.0;54;26;29;9;100;6;57;0;2.21;FALSE
313;Customer Support;Male;47;Consultant;2019-06-02 08:03:05.556036;5;Master;1;6050.0;35;0;26;12;50;9;90;0;4.23;FALSE
314;Engineering;Male;54;Analyst;2023-11-19 08:03:05.556036;0;High School;4;5600.0;41;11;1;0;25;1;84;0;1.18;TRUE
315;Sales;Female;43;Manager;2021-04-01 08:03:05.556036;3;High School;2;7200.0;51;5;25;2;0;2;57;2;1.42;TRUE
316;Sales;Male;42;Analyst;2023-09-19 08:03:05.556036;0;High School;4;5600.0;50;9;14;1;0;15;71;2;1.22;FALSE
317;Operations;Male;23;Consultant;2019-07-14 08:03:05.556036;5;Master;2;6600.0;44;29;6;12;100;5;28;2;2.09;FALSE
318;Finance;Female;27;Engineer;2015-11-01 08:03:05.556036;8;Bachelor;1;6600.0;60;36;13;9;75;19;66;0;2.49;FALSE
319;Sales;Female;22;Engineer;2016-07-17 08:03:05.556036;8;High School;3;7800.0;36;20;1;9;50;16;52;1;3.48;FALSE
320;Sales;Female;45;Engineer;2017-06-19 08:03:05.556036;7;Bachelor;3;7800.0;60;13;4;6;100;19;34;1;4.7;FALSE
321;Finance;Female;36;Specialist;2020-10-19 08:03:05.556036;3;High School;1;4950.0;34;5;26;2;100;16;41;1;3.53;FALSE
322;Engineering;Female;23;Consultant;2016-08-29 08:03:05.556036;8;Master;1;6050.0;41;7;0;12;75;18;37;1;4.67;FALSE
323;IT;Male;26;Manager;2021-05-12 08:03:05.556036;3;High School;5;9000.0;36;30;9;10;0;7;3;1;1.62;FALSE
324;Marketing;Female;34;Consultant;2018-06-23 08:03:05.556036;6;High School;1;6050.0;52;6;21;14;75;18;58;2;1.59;FALSE
325;Finance;Male;24;Analyst;2018-08-25 08:03:05.556036;6;High School;4;5600.0;39;15;15;10;75;16;87;1;2.74;FALSE
326;HR;Male;57;Developer;2023-11-25 08:03:05.556036;0;Bachelor;4;7000.0;30;24;9;9;100;5;74;2;3.21;FALSE
327;Finance;Female;46;Consultant;2016-06-14 08:03:05.556036;8;Bachelor;4;7700.0;57;21;11;8;25;18;65;2;3.89;FALSE
328;Finance;Female;22;Developer;2020-08-17 08:03:05.556036;4;High School;5;7500.0;52;8;19;2;25;7;42;0;4.75;FALSE
329;Legal;Other;53;Consultant;2017-10-22 08:03:05.556036;6;Bachelor;2;6600.0;59;15;21;10;100;5;42;1;1.93;FALSE
330;Operations;Female;27;Specialist;2022-09-27 08:03:05.556036;1;High School;4;6300.0;38;21;4;9;25;11;26;2;3.45;FALSE
331;Marketing;Other;34;Consultant;2016-01-17 08:03:05.556036;8;Bachelor;5;8250.0;58;25;11;7;25;12;4;0;3.33;FALSE
332;HR;Female;50;Technician;2019-04-12 08:03:05.556036;5;High School;4;4900.0;39;46;0;7;75;6;3;1;4.09;FALSE
333;Operations;Female;31;Engineer;2022-02-10 08:03:05.556036;2;High School;4;8400.0;34;46;1;9;100;11;68;1;3.28;FALSE
334;Operations;Male;38;Technician;2016-02-25 08:03:05.556036;8;PhD;2;4200.0;51;9;28;1;0;15;45;2;1.74;FALSE
335;Finance;Female;33;Consultant;2022-09-30 08:03:05.556036;1;High School;5;8250.0;51;2;4;1;75;15;86;1;2.71;FALSE
336;IT;Female;28;Consultant;2021-11-12 08:03:05.556036;2;Master;2;6600.0;50;26;6;8;75;12;83;2;2.63;FALSE
337;Customer Support;Male;35;Engineer;2016-12-12 08:03:05.556036;7;High School;1;6600.0;48;4;0;3;100;16;26;1;4.64;FALSE
338;Operations;Female;55;Developer;2017-02-07 08:03:05.556036;7;Master;1;5500.0;53;7;26;7;50;19;51;1;1.94;FALSE
339;Finance;Male;60;Specialist;2023-09-14 08:03:05.556036;0;Bachelor;3;5850.0;38;47;9;14;25;3;67;0;1.85;TRUE
340;Legal;Female;45;Specialist;2017-02-23 08:03:05.556036;7;Bachelor;4;6300.0;45;26;14;3;100;3;22;0;1.35;FALSE
341;Marketing;Male;43;Engineer;2023-02-15 08:03:05.556036;1;Master;1;6600.0;36;31;3;1;75;8;59;0;3.48;FALSE
342;Finance;Male;31;Manager;2024-08-28 08:03:05.556036;0;High School;2;7200.0;55;17;1;7;100;6;20;0;4.73;FALSE
343;Finance;Female;29;Manager;2021-04-01 08:03:05.556036;3;Master;5;9000.0;50;39;11;1;25;16;6;1;3.11;FALSE
344;Customer Support;Female;27;Analyst;2020-09-25 08:03:05.556036;3;Bachelor;3;5200.0;52;20;1;6;0;17;86;0;3.92;FALSE
345;Operations;Female;56;Developer;2022-09-09 08:03:05.556036;1;Bachelor;4;7000.0;36;15;16;13;25;19;36;0;2.15;TRUE
346;Operations;Female;58;Analyst;2017-11-17 08:03:05.556036;6;Bachelor;3;5200.0;46;15;19;10;75;1;73;0;2.72;FALSE
347;HR;Female;54;Analyst;2019-04-05 08:03:05.556036;5;Bachelor;3;5200.0;50;15;9;3;100;4;97;2;3.72;FALSE
348;HR;Male;48;Consultant;2021-05-14 08:03:05.556036;3;Master;3;7150.0;39;7;28;0;75;2;57;0;1.14;FALSE
349;Sales;Male;31;Technician;2017-06-08 08:03:05.556036;7;Bachelor;4;4900.0;56;19;15;0;0;15;81;1;2.53;FALSE
350;Engineering;Female;43;Manager;2020-04-18 08:03:05.556036;4;Bachelor;2;7200.0;59;41;17;13;75;3;9;0;2.02;FALSE
351;IT;Female;26;Developer;2020-09-11 08:03:05.556036;3;Bachelor;4;7000.0;55;44;23;3;50;6;89;2;3.08;FALSE
352;HR;Male;43;Engineer;2019-01-03 08:03:05.556036;5;Bachelor;1;6600.0;54;10;27;4;75;5;32;0;4.88;FALSE
353;Legal;Female;25;Specialist;2022-02-13 08:03:05.556036;2;Bachelor;3;5850.0;34;3;18;5;0;4;68;2;4.37;FALSE
354;Legal;Female;44;Analyst;2022-09-19 08:03:05.556036;1;Bachelor;2;4800.0;55;15;18;13;0;13;41;1;3.33;FALSE
355;Customer Support;Male;46;Technician;2020-07-16 08:03:05.556036;4;Bachelor;5;5250.0;50;18;15;9;0;5;11;1;4.78;FALSE
356;HR;Female;27;Developer;2020-07-31 08:03:05.556036;4;High School;1;5500.0;54;10;14;0;0;8;94;2;2.31;FALSE
357;Operations;Female;53;Specialist;2022-01-25 08:03:05.556036;2;High School;4;6300.0;34;6;23;6;100;8;63;2;2.89;TRUE
358;Sales;Female;32;Technician;2022-03-25 08:03:05.556036;2;Bachelor;5;5250.0;43;28;10;11;100;3;90;0;3.62;FALSE
359;Operations;Male;36;Technician;2018-12-02 08:03:05.556036;5;High School;3;4550.0;44;39;24;12;100;15;35;1;4.75;FALSE
360;Finance;Male;52;Consultant;2023-03-11 08:03:05.556036;1;High School;2;6600.0;38;12;7;13;50;15;10;2;3.55;FALSE
361;HR;Male;50;Engineer;2023-08-27 08:03:05.556036;1;High School;2;7200.0;54;42;26;12;25;6;42;1;3.92;FALSE
362;Sales;Female;38;Specialist;2016-06-11 08:03:05.556036;8;High School;4;6300.0;40;21;25;10;50;16;91;1;1.07;FALSE
363;IT;Female;30;Specialist;2022-01-20 08:03:05.556036;2;Master;5;6750.0;45;6;13;0;75;12;92;2;1.82;FALSE
364;Customer Support;Female;37;Engineer;2024-08-18 08:03:05.556036;0;High School;5;9000.0;47;2;8;8;25;9;37;1;2.64;TRUE
365;Legal;Male;40;Technician;2022-01-12 08:03:05.556036;2;High School;3;4550.0;32;3;24;2;75;7;98;1;3.42;TRUE
366;Marketing;Male;45;Manager;2021-06-16 08:03:05.556036;3;Bachelor;3;7800.0;48;39;18;9;0;18;0;2;3.26;FALSE
367;Marketing;Female;42;Technician;2019-02-03 08:03:05.556036;5;Bachelor;1;3850.0;42;10;23;5;25;4;28;2;1.03;FALSE
368;Marketing;Male;39;Manager;2017-11-14 08:03:05.556036;6;Master;4;8400.0;43;17;8;11;100;1;74;0;3.68;FALSE
369;Legal;Female;28;Engineer;2016-01-22 08:03:05.556036;8;Master;3;7800.0;58;11;15;6;100;7;54;0;4.31;FALSE
370;HR;Other;30;Manager;2015-04-09 08:03:05.556036;9;Master;4;8400.0;44;21;10;12;50;8;88;2;3.17;TRUE
371;Engineering;Male;32;Consultant;2017-12-28 08:03:05.556036;6;Bachelor;3;7150.0;34;14;2;2;0;9;80;0;2.96;FALSE
372;Customer Support;Male;50;Specialist;2017-10-10 08:03:05.556036;6;Bachelor;5;6750.0;47;49;12;1;0;3;27;1;2.69;FALSE
373;Customer Support;Female;27;Specialist;2017-03-28 08:03:05.556036;7;PhD;1;4950.0;57;19;3;7;25;3;0;0;4.99;FALSE
374;IT;Female;32;Manager;2024-04-04 08:03:05.556036;0;Bachelor;3;7800.0;49;17;25;13;100;16;7;1;1.29;TRUE
375;Operations;Female;37;Manager;2015-06-03 08:03:05.556036;9;High School;4;8400.0;43;18;16;10;50;5;11;0;2.38;FALSE
376;HR;Female;43;Analyst;2016-05-14 08:03:05.556036;8;Bachelor;1;4400.0;55;9;16;13;75;18;80;0;1.08;FALSE
377;Finance;Male;28;Manager;2022-04-10 08:03:05.556036;2;High School;2;7200.0;35;12;1;14;75;13;7;2;3.76;FALSE
378;Engineering;Female;33;Developer;2015-05-11 08:03:05.556036;9;Bachelor;4;7000.0;57;49;28;2;75;14;29;0;3.35;TRUE
379;Sales;Female;53;Engineer;2019-01-03 08:03:05.556036;5;High School;1;6600.0;33;25;14;13;0;4;40;0;4.22;FALSE
380;Customer Support;Female;44;Specialist;2019-01-17 08:03:05.556036;5;Bachelor;1;4950.0;41;14;10;5;75;9;87;2;2.49;FALSE
381;Operations;Female;26;Technician;2014-12-25 08:03:05.556036;9;High School;3;4550.0;33;40;25;1;0;14;43;2;3.79;FALSE
382;Customer Support;Male;42;Specialist;2016-12-25 08:03:05.556036;7;Master;1;4950.0;43;23;23;13;0;11;32;2;3.49;FALSE
383;Marketing;Male;36;Specialist;2021-04-22 08:03:05.556036;3;Master;3;5850.0;55;12;12;3;25;3;58;1;4.11;FALSE
384;Engineering;Female;34;Developer;2021-10-23 08:03:05.556036;2;High School;3;6500.0;33;8;20;10;100;8;88;1;3.15;FALSE
385;Sales;Female;52;Manager;2020-06-21 08:03:05.556036;4;High School;3;7800.0;39;28;17;14;50;19;61;1;2.42;FALSE
386;Operations;Male;31;Manager;2018-10-15 08:03:05.556036;5;High School;3;7800.0;42;11;23;4;25;11;31;1;4.62;FALSE
387;Sales;Male;26;Manager;2016-05-06 08:03:05.556036;8;High School;5;9000.0;32;37;11;14;50;9;64;1;2.21;FALSE
388;Operations;Female;43;Manager;2024-05-23 08:03:05.556036;0;PhD;2;7200.0;53;3;7;5;75;17;25;2;1.17;FALSE
389;Finance;Female;60;Technician;2020-01-07 08:03:05.556036;4;High School;4;4900.0;50;6;10;7;75;2;95;1;4.48;TRUE
390;IT;Female;23;Developer;2016-03-12 08:03:05.556036;8;High School;2;6000.0;44;36;14;9;50;7;89;2;2.82;FALSE
391;Engineering;Male;33;Manager;2016-01-27 08:03:05.556036;8;Bachelor;3;7800.0;32;11;20;4;50;12;76;2;3.72;FALSE
